species,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex,encoded_species,scaled_body_mass_g,scaled_culmen_depth_mm,scaled_culmen_length_mm,scaled_flipper_length_mm,island_Biscoe,island_Dream,island_Torgersen
Adelie,39.1,18.7,181.0,3750.0,MALE,0.0,-0.5649662441965437,0.7865967067256678,-0.8857909249606343,-1.420418741969962,0.0,0.0,1.0
Adelie,39.5,17.4,186.0,3800.0,FEMALE,0.0,-0.502435999693237,0.12637224795611504,-0.812310724527298,-1.0638020852721752,0.0,0.0,1.0
Adelie,40.3,18.0,195.0,3250.0,FEMALE,0.0,-1.1902686892296104,0.4310912289266784,-0.6653503236606256,-0.42189210321615866,0.0,0.0,1.0
Adelie,43.92192982456142,17.151169590643278,200.91520467836258,4201.754385964912,NA,0.0,-1.1374185215264635E-15,1.8042988198071124E-15,5.22108226401034E-15,-4.054261997882656E-15,0.0,0.0,1.0
Adelie,36.7,19.3,193.0,3450.0,FEMALE,0.0,-0.9401477112163836,1.091315687696231,-1.3266721275606528,-0.5645387658952734,0.0,0.0,1.0
Adelie,39.3,20.6,190.0,3650.0,MALE,0.0,-0.690026733203157,1.7515401464657838,-0.8490508247439668,-0.7785087599139456,0.0,0.0,1.0
Adelie,38.9,17.8,181.0,3625.0,FEMALE,0.0,-0.7212918554548103,0.32951823526982454,-0.922531025177303,-1.420418741969962,0.0,0.0,1.0
Adelie,39.2,19.6,195.0,4675.0,MALE,0.0,0.5918432791146295,1.2436751781815127,-0.8674208748522999,-0.42189210321615866,0.0,0.0,1.0
Adelie,34.1,18.1,193.0,3475.0,NA,0.0,-0.9088825889647303,0.48187772575510623,-1.8042934303773401,-0.5645387658952734,0.0,0.0,1.0
Adelie,42.0,20.2,190.0,4250.0,NA,0.0,0.06033620083652291,1.5483941591520745,-0.3530594718189451,-0.7785087599139456,0.0,0.0,1.0
Adelie,37.8,17.1,186.0,3300.0,NA,0.0,-1.1277384447263037,-0.02598724252916485,-1.1246015763689785,-1.0638020852721752,0.0,0.0,1.0
Adelie,37.8,17.3,180.0,3700.0,NA,0.0,-0.6274964886998503,0.075585751127689,-1.1246015763689785,-1.4917420733095195,0.0,0.0,1.0
Adelie,41.1,17.6,182.0,3200.0,FEMALE,0.0,-1.2527989337329168,0.2279452416129707,-0.5183899227939519,-1.3490954106304047,0.0,0.0,1.0
Adelie,38.6,21.2,191.0,3800.0,MALE,0.0,-0.502435999693237,2.0562591274363453,-0.9776411755023049,-0.7071854285743883,0.0,0.0,1.0
Adelie,34.6,21.1,198.0,4400.0,MALE,0.0,0.2479269343464429,2.0054726306079194,-1.7124431798356696,-0.20792210919748652,0.0,0.0,1.0
Adelie,36.6,17.8,185.0,3700.0,FEMALE,0.0,-0.6274964886998503,0.32951823526982454,-1.3450421776689871,-1.1351254166117326,0.0,0.0,1.0
Adelie,38.7,19.0,195.0,3450.0,FEMALE,0.0,-0.9401477112163836,0.9389561972109495,-0.9592711253939704,-0.42189210321615866,0.0,0.0,1.0
Adelie,42.5,20.7,197.0,4500.0,MALE,0.0,0.37298742335305624,1.80232664329421,-0.2612092212772745,-0.2792454405370439,0.0,0.0,1.0
Adelie,34.4,18.4,184.0,3325.0,FEMALE,0.0,-1.0964733224746503,0.6342372162403861,-1.7491832800523384,-1.20644874795129,0.0,0.0,1.0
Adelie,46.0,21.5,194.0,4200.0,MALE,0.0,-0.0021940436667837473,2.208618617921627,0.38174253251441964,-0.49321543455571604,0.0,0.0,1.0
Adelie,37.8,18.3,174.0,3400.0,FEMALE,0.0,-1.0026779557196903,0.58345071941196,-1.1246015763689785,-1.9196820613468637,1.0,0.0,0.0
Adelie,37.7,18.7,180.0,3600.0,MALE,0.0,-0.7525569777064637,0.7865967067256678,-1.1429716264773115,-1.4917420733095195,1.0,0.0,0.0
Adelie,35.9,19.2,189.0,3800.0,FEMALE,0.0,-0.502435999693237,1.0405291908678034,-1.4736325284273266,-0.849832091253503,1.0,0.0,0.0
Adelie,38.2,18.1,185.0,3950.0,MALE,0.0,-0.31484526618331704,0.48187772575510623,-1.051121375935641,-1.1351254166117326,1.0,0.0,0.0
Adelie,38.8,17.2,180.0,3800.0,MALE,0.0,-0.502435999693237,0.024799254299261175,-0.9409010752856374,-1.4917420733095195,1.0,0.0,0.0
Adelie,35.3,18.9,187.0,3800.0,FEMALE,0.0,-0.502435999693237,0.8881697003825216,-1.5838528290773315,-0.9924787539326178,1.0,0.0,0.0
Adelie,40.6,18.6,183.0,3550.0,MALE,0.0,-0.8150872222097704,0.7358102098972418,-0.6102401733356225,-1.2777720792908474,1.0,0.0,0.0
Adelie,40.5,17.9,187.0,3200.0,FEMALE,0.0,-1.2527989337329168,0.38030473209825055,-0.6286102234439569,-0.9924787539326178,1.0,0.0,0.0
Adelie,37.9,18.6,172.0,3150.0,FEMALE,0.0,-1.3153291782362235,0.7358102098972418,-1.1062315262606441,-2.0623287240259787,1.0,0.0,0.0
Adelie,40.5,18.9,180.0,3950.0,MALE,0.0,-0.31484526618331704,0.8881697003825216,-0.6286102234439569,-1.4917420733095195,1.0,0.0,0.0
Adelie,39.5,16.7,178.0,3250.0,FEMALE,0.0,-1.1902686892296104,-0.22913322984287438,-0.812310724527298,-1.6343887359886342,0.0,1.0,0.0
Adelie,37.2,18.1,178.0,3900.0,MALE,0.0,-0.3773755106866237,0.48187772575510623,-1.2348218770189823,-1.6343887359886342,0.0,1.0,0.0
Adelie,39.5,17.8,188.0,3300.0,FEMALE,0.0,-1.1277384447263037,0.32951823526982454,-0.812310724527298,-0.9211554225930604,0.0,1.0,0.0
Adelie,40.9,18.9,184.0,3900.0,MALE,0.0,-0.3773755106866237,0.8881697003825216,-0.5551300230106206,-1.20644874795129,0.0,1.0,0.0
Adelie,36.4,17.0,195.0,3325.0,FEMALE,0.0,-1.0964733224746503,-0.07677373935759269,-1.3817822778856559,-0.42189210321615866,0.0,1.0,0.0
Adelie,39.2,21.1,196.0,4150.0,MALE,0.0,-0.0647242881700904,2.0054726306079194,-0.8674208748522999,-0.3505687718766013,0.0,1.0,0.0
Adelie,38.8,20.0,190.0,3950.0,MALE,0.0,-0.31484526618331704,1.4468211654952206,-0.9409010752856374,-0.7785087599139456,0.0,1.0,0.0
Adelie,42.2,18.5,180.0,3550.0,FEMALE,0.0,-0.8150872222097704,0.6850237130688139,-0.3163193716022763,-1.4917420733095195,0.0,1.0,0.0
Adelie,37.6,19.3,181.0,3300.0,FEMALE,0.0,-1.1277384447263037,1.091315687696231,-1.1613416765856461,-1.420418741969962,0.0,1.0,0.0
Adelie,39.8,19.1,184.0,4650.0,MALE,0.0,0.5605781568629762,0.9897426940393773,-0.7572005742022963,-1.20644874795129,0.0,1.0,0.0
Adelie,36.5,18.0,182.0,3150.0,FEMALE,0.0,-1.3153291782362235,0.4310912289266784,-1.3634122277773215,-1.3490954106304047,0.0,1.0,0.0
Adelie,40.8,18.4,195.0,3900.0,MALE,0.0,-0.3773755106866237,0.6342372162403861,-0.573500073118955,-0.42189210321615866,0.0,1.0,0.0
Adelie,36.0,18.5,186.0,3100.0,FEMALE,0.0,-1.3778594227395302,0.6850237130688139,-1.4552624783189922,-1.0638020852721752,0.0,1.0,0.0
Adelie,44.1,19.7,196.0,4400.0,MALE,0.0,0.2479269343464429,1.294461675009939,0.03271158045607167,-0.3505687718766013,0.0,1.0,0.0
Adelie,37.0,16.9,185.0,3000.0,FEMALE,0.0,-1.5029199117461436,-0.1275602361860205,-1.271561977235651,-1.1351254166117326,0.0,1.0,0.0
Adelie,39.6,18.8,190.0,4600.0,MALE,0.0,0.49804791235966955,0.8373832035540956,-0.7939406744189637,-0.7785087599139456,0.0,1.0,0.0
Adelie,41.1,19.0,182.0,3425.0,MALE,0.0,-0.971412833468037,0.9389561972109495,-0.5183899227939519,-1.3490954106304047,0.0,1.0,0.0
Adelie,37.5,18.9,179.0,2975.0,NA,0.0,-1.534185033997797,0.8881697003825216,-1.1797117266939805,-1.5630654046490768,0.0,1.0,0.0
Adelie,36.0,17.9,190.0,3450.0,FEMALE,0.0,-0.9401477112163836,0.38030473209825055,-1.4552624783189922,-0.7785087599139456,0.0,1.0,0.0
Adelie,42.3,21.2,191.0,4150.0,MALE,0.0,-0.0647242881700904,2.0562591274363453,-0.29794932149394326,-0.7071854285743883,0.0,1.0,0.0
Adelie,39.6,17.7,186.0,3500.0,FEMALE,0.0,-0.8776174667130769,0.2787317384413967,-0.7939406744189637,-1.0638020852721752,1.0,0.0,0.0
Adelie,40.1,18.9,188.0,4300.0,MALE,0.0,0.12286644533982957,0.8881697003825216,-0.702090423877293,-0.9211554225930604,1.0,0.0,0.0
Adelie,35.0,17.9,190.0,3450.0,FEMALE,0.0,-0.9401477112163836,0.38030473209825055,-1.6389629794023333,-0.7785087599139456,1.0,0.0,0.0
Adelie,42.0,19.5,200.0,4050.0,MALE,0.0,-0.18978477717670372,1.192888681353085,-0.3530594718189451,-0.06527544651837175,1.0,0.0,0.0
Adelie,34.5,18.1,187.0,2900.0,FEMALE,0.0,-1.627980400752757,0.48187772575510623,-1.730813229944004,-0.9924787539326178,1.0,0.0,0.0
Adelie,41.4,18.6,191.0,3700.0,MALE,0.0,-0.6274964886998503,0.7358102098972418,-0.46327977246895,-0.7071854285743883,1.0,0.0,0.0
Adelie,39.0,17.5,186.0,3550.0,FEMALE,0.0,-0.8150872222097704,0.17715874478454285,-0.9041609750689686,-1.0638020852721752,1.0,0.0,0.0
Adelie,40.6,18.8,193.0,3800.0,MALE,0.0,-0.502435999693237,0.8373832035540956,-0.6102401733356225,-0.5645387658952734,1.0,0.0,0.0
Adelie,36.5,16.6,181.0,2850.0,FEMALE,0.0,-1.6905106452560636,-0.2799197266713004,-1.3634122277773215,-1.420418741969962,1.0,0.0,0.0
Adelie,37.6,19.1,194.0,3750.0,MALE,0.0,-0.5649662441965437,0.9897426940393773,-1.1613416765856461,-0.49321543455571604,1.0,0.0,0.0
Adelie,35.7,16.9,185.0,3150.0,FEMALE,0.0,-1.3153291782362235,-0.1275602361860205,-1.510372628643994,-1.1351254166117326,1.0,0.0,0.0
Adelie,41.3,21.1,195.0,4400.0,MALE,0.0,0.2479269343464429,2.0054726306079194,-0.48164982257728445,-0.42189210321615866,1.0,0.0,0.0
Adelie,37.6,17.0,185.0,3600.0,FEMALE,0.0,-0.7525569777064637,-0.07677373935759269,-1.1613416765856461,-1.1351254166117326,1.0,0.0,0.0
Adelie,41.1,18.2,192.0,4050.0,MALE,0.0,-0.18978477717670372,0.5326642225835323,-0.5183899227939519,-0.6358620972348308,1.0,0.0,0.0
Adelie,36.4,17.1,184.0,2850.0,FEMALE,0.0,-1.6905106452560636,-0.02598724252916485,-1.3817822778856559,-1.20644874795129,1.0,0.0,0.0
Adelie,41.6,18.0,192.0,3950.0,MALE,0.0,-0.31484526618331704,0.4310912289266784,-0.4265396722522813,-0.6358620972348308,1.0,0.0,0.0
Adelie,35.5,16.2,195.0,3350.0,FEMALE,0.0,-1.065208200222997,-0.4830657139850099,-1.5471127288606628,-0.42189210321615866,1.0,0.0,0.0
Adelie,41.1,19.1,188.0,4100.0,MALE,0.0,-0.12725453267339706,0.9897426940393773,-0.5183899227939519,-0.9211554225930604,1.0,0.0,0.0
Adelie,35.9,16.6,190.0,3050.0,FEMALE,0.0,-1.440389667242837,-0.2799197266713004,-1.4736325284273266,-0.7785087599139456,0.0,0.0,1.0
Adelie,41.8,19.4,198.0,4450.0,MALE,0.0,0.31045717884974955,1.1421021845246573,-0.38979957203561383,-0.20792210919748652,0.0,0.0,1.0
Adelie,33.5,19.0,190.0,3600.0,FEMALE,0.0,-0.7525569777064637,0.9389561972109495,-1.9145137310273452,-0.7785087599139456,0.0,0.0,1.0
Adelie,39.7,18.4,190.0,3900.0,MALE,0.0,-0.3773755106866237,0.6342372162403861,-0.7755706243106293,-0.7785087599139456,0.0,0.0,1.0
Adelie,39.6,17.2,196.0,3550.0,FEMALE,0.0,-0.8150872222097704,0.024799254299261175,-0.7939406744189637,-0.3505687718766013,0.0,0.0,1.0
Adelie,45.8,18.9,197.0,4150.0,MALE,0.0,-0.0647242881700904,0.8881697003825216,0.3450024322977509,-0.2792454405370439,0.0,0.0,1.0
Adelie,35.5,17.5,190.0,3700.0,FEMALE,0.0,-0.6274964886998503,0.17715874478454285,-1.5471127288606628,-0.7785087599139456,0.0,0.0,1.0
Adelie,42.8,18.5,195.0,4250.0,MALE,0.0,0.06033620083652291,0.6850237130688139,-0.20609907095227264,-0.42189210321615866,0.0,0.0,1.0
Adelie,40.9,16.8,191.0,3700.0,FEMALE,0.0,-0.6274964886998503,-0.17834673301444653,-0.5551300230106206,-0.7071854285743883,0.0,0.0,1.0
Adelie,37.2,19.4,184.0,3900.0,MALE,0.0,-0.3773755106866237,1.1421021845246573,-1.2348218770189823,-1.20644874795129,0.0,0.0,1.0
Adelie,36.2,16.1,187.0,3550.0,FEMALE,0.0,-0.8150872222097704,-0.5338522108134359,-1.4185223781023235,-0.9924787539326178,0.0,0.0,1.0
Adelie,42.1,19.1,195.0,4000.0,MALE,0.0,-0.2523150216800104,0.9897426940393773,-0.3346894217106107,-0.42189210321615866,0.0,0.0,1.0
Adelie,34.6,17.2,189.0,3200.0,FEMALE,0.0,-1.2527989337329168,0.024799254299261175,-1.7124431798356696,-0.849832091253503,0.0,0.0,1.0
Adelie,42.9,17.6,196.0,4700.0,MALE,0.0,0.6231084013662829,0.2279452416129707,-0.18772902084393828,-0.3505687718766013,0.0,0.0,1.0
Adelie,36.7,18.8,187.0,3800.0,FEMALE,0.0,-0.502435999693237,0.8373832035540956,-1.3266721275606528,-0.9924787539326178,0.0,0.0,1.0
Adelie,35.1,19.4,193.0,4200.0,MALE,0.0,-0.0021940436667837473,1.1421021845246573,-1.620592929293999,-0.5645387658952734,0.0,0.0,1.0
Adelie,37.3,17.8,191.0,3350.0,FEMALE,0.0,-1.065208200222997,0.32951823526982454,-1.2164518269106492,-0.7071854285743883,0.0,1.0,0.0
Adelie,41.3,20.3,194.0,3550.0,MALE,0.0,-0.8150872222097704,1.5991806559805022,-0.48164982257728445,-0.49321543455571604,0.0,1.0,0.0
Adelie,36.3,19.5,190.0,3800.0,MALE,0.0,-0.502435999693237,1.192888681353085,-1.4001523279939903,-0.7785087599139456,0.0,1.0,0.0
Adelie,36.9,18.6,189.0,3500.0,FEMALE,0.0,-0.8776174667130769,0.7358102098972418,-1.2899320273439854,-0.849832091253503,0.0,1.0,0.0
Adelie,38.3,19.2,189.0,3950.0,MALE,0.0,-0.31484526618331704,1.0405291908678034,-1.032751325827308,-0.849832091253503,0.0,1.0,0.0
Adelie,38.9,18.8,190.0,3600.0,FEMALE,0.0,-0.7525569777064637,0.8373832035540956,-0.922531025177303,-0.7785087599139456,0.0,1.0,0.0
Adelie,35.7,18.0,202.0,3550.0,FEMALE,0.0,-0.8150872222097704,0.4310912289266784,-1.510372628643994,0.07737121616074302,0.0,1.0,0.0
Adelie,41.1,18.1,205.0,4300.0,MALE,0.0,0.12286644533982957,0.48187772575510623,-0.5183899227939519,0.29134121017941517,0.0,1.0,0.0
Adelie,34.0,17.1,185.0,3400.0,FEMALE,0.0,-1.0026779557196903,-0.02598724252916485,-1.8226634804856745,-1.1351254166117326,0.0,1.0,0.0
Adelie,39.6,18.1,186.0,4450.0,MALE,0.0,0.31045717884974955,0.48187772575510623,-0.7939406744189637,-1.0638020852721752,0.0,1.0,0.0
Adelie,36.2,17.3,187.0,3300.0,FEMALE,0.0,-1.1277384447263037,0.075585751127689,-1.4185223781023235,-0.9924787539326178,0.0,1.0,0.0
Adelie,40.8,18.9,208.0,4300.0,MALE,0.0,0.12286644533982957,0.8881697003825216,-0.573500073118955,0.5053112041980874,0.0,1.0,0.0
Adelie,38.1,18.6,190.0,3700.0,FEMALE,0.0,-0.6274964886998503,0.7358102098972418,-1.0694914260439754,-0.7785087599139456,0.0,1.0,0.0
Adelie,40.3,18.5,196.0,4350.0,MALE,0.0,0.18539668984313623,0.6850237130688139,-0.6653503236606256,-0.3505687718766013,0.0,1.0,0.0
Adelie,33.1,16.1,178.0,2900.0,FEMALE,0.0,-1.627980400752757,-0.5338522108134359,-1.9879939314606814,-1.6343887359886342,0.0,1.0,0.0
Adelie,43.2,18.5,192.0,4100.0,MALE,0.0,-0.12725453267339706,0.6850237130688139,-0.13261887051893514,-0.6358620972348308,0.0,1.0,0.0
Adelie,35.0,17.9,192.0,3725.0,FEMALE,0.0,-0.596231366448197,0.38030473209825055,-1.6389629794023333,-0.6358620972348308,1.0,0.0,0.0
Adelie,41.0,20.0,203.0,4725.0,MALE,0.0,0.6543735236179362,1.4468211654952206,-0.5367599729022863,0.14869454750030042,1.0,0.0,0.0
Adelie,37.7,16.0,183.0,3075.0,FEMALE,0.0,-1.4091245449911836,-0.5846387076418638,-1.1429716264773115,-1.2777720792908474,1.0,0.0,0.0
Adelie,37.8,20.0,190.0,4250.0,MALE,0.0,0.06033620083652291,1.4468211654952206,-1.1246015763689785,-0.7785087599139456,1.0,0.0,0.0
Adelie,37.9,18.6,193.0,2925.0,FEMALE,0.0,-1.5967152785011036,0.7358102098972418,-1.1062315262606441,-0.5645387658952734,1.0,0.0,0.0
Adelie,39.7,18.9,184.0,3550.0,MALE,0.0,-0.8150872222097704,0.8881697003825216,-0.7755706243106293,-1.20644874795129,1.0,0.0,0.0
Adelie,38.6,17.2,199.0,3750.0,FEMALE,0.0,-0.5649662441965437,0.024799254299261175,-0.9776411755023049,-0.13659877785792912,1.0,0.0,0.0
Adelie,38.2,20.0,190.0,3900.0,MALE,0.0,-0.3773755106866237,1.4468211654952206,-1.051121375935641,-0.7785087599139456,1.0,0.0,0.0
Adelie,38.1,17.0,181.0,3175.0,FEMALE,0.0,-1.2840640559845702,-0.07677373935759269,-1.0694914260439754,-1.420418741969962,1.0,0.0,0.0
Adelie,43.2,19.0,197.0,4775.0,MALE,0.0,0.7169037681212428,0.9389561972109495,-0.13261887051893514,-0.2792454405370439,1.0,0.0,0.0
Adelie,38.1,16.5,198.0,3825.0,FEMALE,0.0,-0.4711708774415837,-0.3307062234997282,-1.0694914260439754,-0.20792210919748652,1.0,0.0,0.0
Adelie,45.6,20.3,191.0,4600.0,MALE,0.0,0.49804791235966955,1.5991806559805022,0.30826233208108345,-0.7071854285743883,1.0,0.0,0.0
Adelie,39.7,17.7,193.0,3200.0,FEMALE,0.0,-1.2527989337329168,0.2787317384413967,-0.7755706243106293,-0.5645387658952734,1.0,0.0,0.0
Adelie,42.2,19.5,197.0,4275.0,MALE,0.0,0.09160132308817624,1.192888681353085,-0.3163193716022763,-0.2792454405370439,1.0,0.0,0.0
Adelie,39.6,20.7,191.0,3900.0,FEMALE,0.0,-0.3773755106866237,1.80232664329421,-0.7939406744189637,-0.7071854285743883,1.0,0.0,0.0
Adelie,42.7,18.3,196.0,4075.0,MALE,0.0,-0.1585196549250504,0.58345071941196,-0.22446912106060574,-0.3505687718766013,1.0,0.0,0.0
Adelie,38.6,17.0,188.0,2900.0,FEMALE,0.0,-1.627980400752757,-0.07677373935759269,-0.9776411755023049,-0.9211554225930604,0.0,0.0,1.0
Adelie,37.3,20.5,199.0,3775.0,MALE,0.0,-0.5337011219448904,1.700753649637356,-1.2164518269106492,-0.13659877785792912,0.0,0.0,1.0
Adelie,35.7,17.0,189.0,3350.0,FEMALE,0.0,-1.065208200222997,-0.07677373935759269,-1.510372628643994,-0.849832091253503,0.0,0.0,1.0
Adelie,41.1,18.6,189.0,3325.0,MALE,0.0,-1.0964733224746503,0.7358102098972418,-0.5183899227939519,-0.849832091253503,0.0,0.0,1.0
Adelie,36.2,17.2,187.0,3150.0,FEMALE,0.0,-1.3153291782362235,0.024799254299261175,-1.4185223781023235,-0.9924787539326178,0.0,0.0,1.0
Adelie,37.7,19.8,198.0,3500.0,MALE,0.0,-0.8776174667130769,1.3452481718383666,-1.1429716264773115,-0.20792210919748652,0.0,0.0,1.0
Adelie,40.2,17.0,176.0,3450.0,FEMALE,0.0,-0.9401477112163836,-0.07677373935759269,-0.6837203737689587,-1.777035398667749,0.0,0.0,1.0
Adelie,41.4,18.5,202.0,3875.0,MALE,0.0,-0.408640632938277,0.6850237130688139,-0.46327977246895,0.07737121616074302,0.0,0.0,1.0
Adelie,35.2,15.9,186.0,3050.0,FEMALE,0.0,-1.440389667242837,-0.6354252044702907,-1.6022228791856645,-1.0638020852721752,0.0,0.0,1.0
Adelie,40.6,19.0,199.0,4000.0,MALE,0.0,-0.2523150216800104,0.9389561972109495,-0.6102401733356225,-0.13659877785792912,0.0,0.0,1.0
Adelie,38.8,17.6,191.0,3275.0,FEMALE,0.0,-1.159003566977957,0.2279452416129707,-0.9409010752856374,-0.7071854285743883,0.0,0.0,1.0
Adelie,41.5,18.3,195.0,4300.0,MALE,0.0,0.12286644533982957,0.58345071941196,-0.44490972236061566,-0.42189210321615866,0.0,0.0,1.0
Adelie,39.0,17.1,191.0,3050.0,FEMALE,0.0,-1.440389667242837,-0.02598724252916485,-0.9041609750689686,-0.7071854285743883,0.0,0.0,1.0
Adelie,44.1,18.0,210.0,4000.0,MALE,0.0,-0.2523150216800104,0.4310912289266784,0.03271158045607167,0.6479578668772021,0.0,0.0,1.0
Adelie,38.5,17.9,190.0,3325.0,FEMALE,0.0,-1.0964733224746503,0.38030473209825055,-0.9960112256106393,-0.7785087599139456,0.0,0.0,1.0
Adelie,43.1,19.2,197.0,3500.0,MALE,0.0,-0.8776174667130769,1.0405291908678034,-0.1509889206272695,-0.2792454405370439,0.0,0.0,1.0
Adelie,36.8,18.5,193.0,3500.0,FEMALE,0.0,-0.8776174667130769,0.6850237130688139,-1.3083020774523197,-0.5645387658952734,0.0,1.0,0.0
Adelie,37.5,18.5,199.0,4475.0,MALE,0.0,0.3417223011014029,0.6850237130688139,-1.1797117266939805,-0.13659877785792912,0.0,1.0,0.0
Adelie,38.1,17.6,187.0,3425.0,FEMALE,0.0,-0.971412833468037,0.2279452416129707,-1.0694914260439754,-0.9924787539326178,0.0,1.0,0.0
Adelie,41.1,17.5,190.0,3900.0,MALE,0.0,-0.3773755106866237,0.17715874478454285,-0.5183899227939519,-0.7785087599139456,0.0,1.0,0.0
Adelie,35.6,17.5,191.0,3175.0,FEMALE,0.0,-1.2840640559845702,0.17715874478454285,-1.5287426787523284,-0.7071854285743883,0.0,1.0,0.0
Adelie,40.2,20.1,200.0,3975.0,MALE,0.0,-0.2835801439316637,1.4976076623236483,-0.6837203737689587,-0.06527544651837175,0.0,1.0,0.0
Adelie,37.0,16.5,185.0,3400.0,FEMALE,0.0,-1.0026779557196903,-0.3307062234997282,-1.271561977235651,-1.1351254166117326,0.0,1.0,0.0
Adelie,39.7,17.9,193.0,4250.0,MALE,0.0,0.06033620083652291,0.38030473209825055,-0.7755706243106293,-0.5645387658952734,0.0,1.0,0.0
Adelie,40.2,17.1,193.0,3400.0,FEMALE,0.0,-1.0026779557196903,-0.02598724252916485,-0.6837203737689587,-0.5645387658952734,0.0,1.0,0.0
Adelie,40.6,17.2,187.0,3475.0,MALE,0.0,-0.9088825889647303,0.024799254299261175,-0.6102401733356225,-0.9924787539326178,0.0,1.0,0.0
